tema,zn_vix,types,rasr,title,info,dlit,price,silka,platform
Программирование,Junior,Курс,нет,Английский с Mr Men (для ВСЕЙ семьи),"  Лексический курс английcкого языка по прекраснейшей серии рассказов ""Mr.Men"" (автор Roger Hargreaves).

",навсегда,150,https://stepik.org/course/118704,Stepik
Программирование,Junior,Курс,нет,Excel: основное для работы с массивами и базами данных,"  Данный курс - аналог курса автора на платформе UDEMY. Он дает основные навыки работы с массивами и базами данных (функции, умные таблицы, именованные диапазоны и формулы) для бизнес-пользователей.

",навсегда,"1,1",https://stepik.org/course/173117,Stepik
Программирование,Junior,Курс,нет,Программирование на Python,"  Online-курс по программированию на языке Python. Насыщенная программа с короткими видео-уроками и большим количеством практики на тренажере.

На курсе вы познакомитесь не только с основами языка, но и много узнаете о программировании как дисциплине.

",навсегда,"4,9",https://stepik.org/course/52054,Stepik
Программирование,Junior,Курс,нет,JavaScript Тренажер,"  Курс состоит из практических задач, которые помогут вам улучшить свои навыки в работе с переменными, типами данных, условными конструкциями, циклами, функциями и объектами в JavaScript. В ходе выполнения задач вы научитесь применять свои знания на практике, улучшите навыки работы с JavaScript",навсегда,499,https://stepik.org/course/172576,Stepik
Программирование,Junior,Курс,нет,Numpy и анализ данных,"  Курс Numpy и анализ данных - это обучающий курс, который знакомит учащихся с библиотекой NumPy, методами, приемами работы и функциями, предназначенными для манипуляции и обработки многомерных массивов в языке программирования Python.

",навсегда,350,https://stepik.org/course/149633,Stepik
Программирование,Junior,Курс,нет,ClickHouse для аналитика,"  ClickHouse это одна из самых быстро развивающихся СУБД и платформ для работы с данными. Инвестиции в изучение этого инструмента сейчас, дадут вам большие возможности потом. Для примера, эту СУБД внедрили Spotify и даже Uber! На курсе мы разберемся как оно устроено под капотом, а также напишем много SQL. ",навсегда,"3,99",https://stepik.org/course/100210,Stepik
Программирование,Junior,Курс,нет,Веб-дизайн в Figma 2023. Основы UI/UX дизайна на практике.,"  Самый большой и главный курс по FIGMA и веб-дизайну на русском языке. ТОП-1на Udemy, более 8000 выпускников и 2000 отзывов.

",навсегда,"3,99",https://stepik.org/course/129362,Stepik
Программирование,Junior,Курс,нет,JavaScript Базовый уровень,"  Самый полный курс по JavaScript для начинающих программистов!

Этот курс идеально подходит для начинающих программистов, которые хотят изучить основы языка программирования JavaScript. В ходе курса вы узнаете основные концепции языка, включая переменные, типы данных, условные конструкции, циклы, функции и объекты.
",навсегда,"1,799",https://stepik.org/course/134850,Stepik
Программирование,Junior,Курс,нет,Основы программирования на C#. Начальный уровень,"  Курс включает в себя материал по основам программирования с использованием языка С#. В курсе рассматривается базовый синтаксис языка С#: типы данных, арифметические операции, условия, массивы, циклы и методы. Курс позволит вам сделать первые шаги в освоении программирования и заложить фундамент для дальнейшего",навсегда,"1,49",https://stepik.org/course/126716,Stepik
Программирование,Junior,Курс,нет,Kotlin JVM - курс для начинающих,"  Курс с большим количеством тренировочных задач, удобный как для самостоятельного изучения, так и для работы в группе в рамках внеурочной деятельности.

",навсегда,690,https://stepik.org/course/130490,Stepik
Программирование,Junior,Курс,нет,Revit 2023: Дизайн интерьера,"  Данный видеокурс рассматривает в себе пример выполнения дизайн проекта по существующему исходному документу в формате .PDF

",навсегда,"4,5",https://stepik.org/course/131914,Stepik
Программирование,Junior,Курс,нет,Power BI: от новичка до уверенного бизнес-пользователя,"  Данный курс - аналог курса автора на платформе UDEMY. Он позволяет макс. быстро ознакомиться с возможностями Power BI в части подключения источников и преобразования данных, моделирования и вычислений, а также визуализации данных в виде отчетов и панелей мониторинга (дашбордов). ",навсегда,"1,39",https://stepik.org/course/138385,Stepik
Программирование,Junior,Курс,нет,Веб-дизайн: ключ к успеху,"  Этот курс ключ к успеху в понимании и использовании всех инструментов и возможностей Figmа и веб-дизайна. Пока другие хвастаются, наши ученики создают продающие сайты.

",навсегда,"2,49",https://stepik.org/course/133501,Stepik
Программирование,Junior,Курс,нет,Полный курс по JavaScript - С нуля до результата!,"  В этом курсе вы найдете все о современном языке программирования Java Script. Станьте Front-end разработчиком на JavaScript.

",навсегда,"2,49",https://stepik.org/course/130424,Stepik
Программирование,Junior,Курс,нет,Основы языка Java,"  Курс для начинающих программистов на Java.  Знакомит с основами: типы данных, алгоритмические конструкции, методы, массивы, строки.

",навсегда,бесплатно,https://stepik.org/course/124803,Stepik
Программирование,Junior,Курс,нет,Работа с файлами в Python,"  Вы можете ответить, с каким флагом лучше открывать файл? Чем отличается rt+ от ab+? Что такое файловый поток и когда нужно пользоваться библиотекой io? Как рекурсивно прочитать содержимое всех файлов в дереве папок? Как правильно работать с файловой системой? ",навсегда,"1,49",https://stepik.org/course/132196,Stepik
Программирование,Junior,Курс,нет,"Добрые, добрые структуры данных - курс от Сергея Балакирева","  Для грамотной разработки программного кода нужно не только хорошо владеть языком программирования, но и предельно ясно представлять себе как эффективно организовывать хранение и обработку данных в процессе работы программы. Именно для этого и нужно знать основные структуры данных, понимать как они работают",навсегда,1,https://stepik.org/course/134212,Stepik
Программирование,Junior,Курс,нет,"Просто, C ++. Теория, практика, алгоритмизация.","  Введение в программирование на С++. В курсе представлен материал, ориентированный на широкую аудиторию: введение в лексику С++ с решением практических задач, различные алгоритмические конструкции, как для простых задач, так и для сложных.

",навсегда,1,https://stepik.org/course/102103,Stepik
Программирование,Junior,Курс,нет,Substance painter с нуля до продвинутого уровня,"  Курс является подробным гайдом по функциям Substance painter , c огромным количеством качественных практических работ.

",навсегда,"1,999",https://stepik.org/course/139093,Stepik
Программирование,Junior,Курс,нет,Задачник Python: теория и практика,"  Для начинающих и не только! Базовый курс + Продвинутая алгоритмизация.  
Курс направлен на освоения базовых основ и понятий языка программирования Python. Знакомство с базовыми и продвинутыми алгоритмическим конструкциями. Поможет школьникам подготовиться к экзамену по предмету информатика.

",навсегда,900,https://stepik.org/course/101285,Stepik
Программирование,Junior,Курс,нет,Thank Go! Многозадачность в Golang,"  Осваиваем инструменты многозадачности (concurrency) в Go на практических задачах. Горутины, каналы, композиция, конвейеры, время, контекст и синхронизация.

",навсегда,900,https://stepik.org/course/133280,Stepik
Программирование,Junior,Курс,нет,Thank Go! Стандартная библиотека Golang,"  Осваиваем пакеты библиотеки Go на практических задачах. Текст, даты, алгоритмы, файлы, JSON, HTTP, SQL и многое другое.

",навсегда,900,https://stepik.org/course/133305,Stepik
Программирование,Junior,Курс,нет,Тестирование REST API в Postman - легкий старт в автоматизацию,"  Курс для тех, кто хочет много практики в ручном и автоматизированном тестировании API. Тест-кейсы, баг-репорты, тестирование по Swagger на сервере с логикой, все как на реальном проекте. Сложные вопросы на собеседовании, основы JavaScript для авто-тестов, вся теория на человеческом языке, собрана в одном курсе.

",навсегда,890,https://stepik.org/course/131052,Stepik
Программирование,Junior,Курс,нет,Верстаем 8 сайтов по макету из Figma в портфолио,"  Освойте самое важное для веб-разработчика и начните зарабатывать на этом деньги! HTML, CSS, Figma, Photoshop, VS Code, Emmet, BEM, Git, GitHub.

",навсегда,"2,98",https://stepik.org/course/123120,Stepik
Программирование,Junior,Курс,нет,ProgMine. Большой курс по программированию на Python в Minecraft,"  Данный курс разработан специально для обучения на «виртуальном сервере» проекта «ProgMine». Вас ждёт много интересных заданий при выполнении которых Вы станете настоящим программистом.

",навсегда,"1,5",https://stepik.org/course/123284,Stepik
Программирование,Junior,Курс,нет,Турецкий язык для детей и начинающих ,"  Уроки турецкого языка в мультиках, стишках и анимационных видео с простым и понятным объяснением. 
Этот анимационный курс создан для всех желающих выучить турецкий язык с нуля в игровой форме. Уроки будут интересны как взрослым, так и детям, которые никогда не изучали турецкий и хотят понять структуру этого восточного",навсегда,"2,75",https://stepik.org/course/126436,Stepik
Программирование,Junior,Курс,нет,Практический Machine Learning,"  В курсе изучаются классические и продвинутые алгоритмы машинного обучения, подробно разбираются математические обоснования изучаемых методов.

",навсегда,"2,9",https://stepik.org/course/125501,Stepik
Программирование,Junior,Курс,нет,Git для всех,"  Данный курс отлично зайдет как для новичков, так и для тех, кто уже знает Git, но хочет изучить его более подробно. В нем объясняются основы Git: архитектура, установка и настройка, создание аккаунта на GitHub, клонирование и работа в локальном репозитории, отправка изменений на сервер, ветвление и предлагается",навсегда,350,https://stepik.org/course/126023,Stepik
Программирование,Junior,Курс,нет,Хочу крутой оффер,"  Хотите найти работу в IT зарубежом, но не знаете, как? 
Не понимаете как составить резюме и где искать интересные вакансии? 
Как просить комфортную зарплату, на что смотреть в контракте? 
Как можно релоцироваться без оффера? 
Или вам просто постоянно отказывают при отклике? 

Этот курс поможет вам разобраться во всём…",навсегда,"2,9",https://stepik.org/course/121958,Stepik
Программирование,Junior,Курс,нет,Разговорный английский по сериалу,"  Курс современного разговорного английского языка по классному сериалу ""Эмили в Париже"" для тех, кто любит совмещать приятное с полезным.

Также новый курс по нашумевшему сериалу Wednesday https://stepik.org/177071 

",навсегда,990,https://stepik.org/course/129425,Stepik
Программирование,Middle,Курс,нет,PRO C#. Подготовка к собеседованиям,"  Разберетесь со всеми психологическими, теоретическими и практическими вопросами и получите свой долгожданный оффер. Вы будете выбирать работодателя, а не он вас. В курсе собрана огромная база вопросов: более 200 тестовых заданий, более 300 вопросов с технических собеседований.

",навсегда,24990,https://stepik.org/course/87925,Stepik
Программирование,Middle,Курс,нет,Графы для программистов,"  Познакомитесь с популярными и реально используемыми алгоритмами на графах. Узнаете какие прикладные задачи можно решать с помощью теории графов и как это делать оптимально. Научитесь использовать полученные знания в своих проектах.  

",навсегда,7990,https://stepik.org/course/68315,Stepik
Программирование,Middle,Курс,нет,Инструменты разработчика,"  Освойте множество крутых инструментов в одном курсе и станьте профессионалом! Контроль версий, сборка и многое другое.

",навсегда,1750,https://stepik.org/course/114174,Stepik
Программирование,Middle,Курс,нет,Паттерны проектирования GoF на Dart,"  Курс даёт всеобъемлющий обзор паттернов (шаблонов) проектирования из книги ""банды четырёх"" на языке программировании Dart. Каждый из рассматриваемых паттернов проектирования может быть адаптирован для использования при разработке приложений на Flutter.

",навсегда,1499,https://stepik.org/course/105448,Stepik
Программирование,Middle,Курс,нет,Программирование на Python 3.11,"  Интересуетесь программированием? Начните с Python! Самый простой в изучении язык программирования. Он бесплатен, кроссплатформенный и универсальный. А главное — на нем можно писать несложные и эффективные программы.

",навсегда,1500,https://stepik.org/course/132576,Stepik
Программирование,Middle,Курс,нет,ProgMine. Большой курс по программированию на Python в Minecraft,"  Данный курс разработан специально для обучения на «виртуальном сервере» проекта «ProgMine». Вас ждёт много интересных заданий при выполнении которых Вы станете настоящим программистом.

",навсегда,1500,https://stepik.org/course/123284,Stepik
Программирование,Middle,Курс,нет,Git + GitHub для разработчика,"  Система управления версиями это просто. Понятный курс для начинающих по изучению Git, а так же по работе с удаленными репозиториями на GitHub.

",навсегда,1490,https://stepik.org/course/101092,Stepik
Программирование,Middle,Курс,нет,Unity Bolt - визуальное программирование,"  Создание платформера 2D на Unity без написания кода с помощью визуального программирования Bolt. Bolt - это бесплатный инструмент, который доступен для загрузки в Unity Assets Store.

",навсегда,бесплатно,https://stepik.org/course/101091,Stepik
Программирование,Middle,Курс,нет,PRO Kotlin. Основы программирования,"  Курс посвящен базовым понятиям программирования: типы данных, операторы, переменные, условия, циклы, массивы и функции. Он является вводным и подойдет слушателям с небольшим опытом или вообще без опыта программирования. Обучение будет проходить на языке программирования Kotlin.

",навсегда,4990,https://stepik.org/course/131507,Stepik
Программирование,Middle,Курс,нет,Алгоритмический фундамент программиста,"  Приобретите навыки применения на практике стандартных алгоритмов и структур данных в окружении единомышленников и под руководством опытных наставников

",навсегда,60000,https://stepik.org/course/62940,Stepik
Программирование,Middle,Курс,нет,C# WPF. Создание оконного приложения,"  Этот курс посвящен созданию оконного десктоп приложения на технологии .NET.

Язык программирования C#, интерфейс верстается на XAML.

",навсегда,7000,https://stepik.org/course/108281,Stepik
Программирование,Middle,Курс,нет,Работа с файлами в Python,"  Вы можете ответить, с каким флагом лучше открывать файл? Чем отличается rt+ от ab+? Что такое файловый поток и когда нужно пользоваться библиотекой io? Как рекурсивно прочитать содержимое всех файлов в дереве папок? Как правильно работать с файловой системой? ",навсегда,1490,https://stepik.org/course/132196,Stepik
Программирование,Middle,Курс,нет,Быстро пишем API на Python с FastAPI,"  В данном курсе вы создадите собственный API на самом быстром, простом и удобном фреймворке FastAPI. Научитесь взаимодействовать с вашим API  с помощью биткоин-бота в Телеграме, для генерации кошельков, запросов баланса и переводов.

Также вы научитесь работать с базами данных с помощью PonyORM",навсегда,бесплатно,https://stepik.org/course/119770,Stepik
Программирование,Middle,Курс,нет,Написание оконных приложений на C#,"  Напишем оконные приложения и игры на Windows Forms, для закрепления изученного материала с основ программирования. Изучим объектно-ориентированное программирование (ООП). Поработаем с системой контроля версий GIT.

",навсегда,41990,https://stepik.org/course/58658,Stepik
Программирование,Middle,Курс,нет,WEB Парсинг на Python,"  Победитель Stepik Awards 2022 в номинации ""Прорыв года""
Практический курс синхронного и асинхронного веб-парсинга / скрапинга, потренируетесь собирать информацию c веб-cайтов и Telegram чатов, а в модуле Selenium научитесь автоматизировать действия в браузере, и обходить капчу. ",навсегда,3500,https://stepik.org/course/104774,Stepik
Программирование,Middle,Курс,нет,Django 3 - Full Stack разработка веб-сайтов на Python,"  Создайте 3 крутых веб-сайта, изучите Back и Frond End веб разработку, сверстайте сайты с HTML5, CSS3 и Bootstrap 4

",навсегда,1990,https://stepik.org/course/101042,Stepik
Программирование,Middle,Курс,нет,Программирование на Python в программе QGIS,"  Курс посвящен автоматизации процессов внутри программы QGIS с использованием языка программирования Python.

",навсегда,25000,https://stepik.org/course/108761,Stepik
Программирование,Middle,Курс,нет,"Android App - игра ""Крестики-Нолики"" на Kotlin","  Создадим одну из самых популярных игр - ""Крестики-Нолики"" (Tic-tac-toe) для Android.
Увлекательная серия коротких и познавательных уроков.

",навсегда,бесплатно,https://stepik.org/course/81189,Stepik
Программирование,Middle,Курс,нет,Профессия Python-разработчик,"  Python — лучший язык для того, чтобы войти в IT. Прост в освоении. Используется в разработке веб-приложений, различных скриптов, ботов, в машинном обучении и научных вычислениях. Вы на хорошем уровне изучите сам язык и научитесь писать веб-приложения: создадите сайт, генерирующий пароли, сайт с блогом",навсегда,8890,https://stepik.org/course/113983,Stepik
Программирование,Middle,Курс,нет,Sinumerik: расширенное программирование,"  Курс предназначен для углублённого обучения программированию станков с ЧПУ системы Sinumerik. Он научит создавать гибкие управляющие программы для изготовления сложных и точных деталей на металлорежущих станках, а также управлять этими станками, превращая их в ваших умных помощников.

",навсегда,3900,https://stepik.org/course/63067,Stepik
Программирование,Middle,Курс,нет,Объектно-ориентированное программирование на Python,"  Курс позволит изучить тему ООП и повысить свой уровень владения Python

Данный курс является логическим продолжением моего курса, посвященному основам программирования на Python

Без знания основ Python данный курс будет сложен для усвоения.

",навсегда,2490,https://stepik.org/course/114354,Stepik
Программирование,Middle,Курс,нет,Программирование на Go,"  Вводный курс по языку программирования Go. После курса вы сможете написать своё сетевое многопоточное приложение чата, научитесь получать данные по сети и разбирать их (парсить), поймёте, где и как можно применять Go. Во время обучения вас ждет пояснение теории в коротких видео, много практики",навсегда,4400,https://stepik.org/course/51100,Stepik
Программирование,Middle,Курс,нет,Продвинутая работа с ошибками в Go (Golang),"  Уверены ли вы, что ваш код по работе с ошибками не стыдно показать людям? 

Практически год ежедневной работы потребовался для создания курса на такую, казалось бы, очевидную тему.

",навсегда,21280,https://stepik.org/course/89381,Stepik
Программирование,Middle,Курс,нет,Функциональное программирование на языке Haskell,"  Курс знакомит слушателей с  языком Haskell - наиболее известным чистым функциональным языком программирования. Мы изучим понятийный аппарат и методы программирования, характерные для функциональных языков, и научимся применять их, используя богатый инструментарий, предоставляемый языком Haskell.
",навсегда,бесплатно,https://stepik.org/course/75,Stepik
Программирование,Middle,Курс,нет,Python Basic. Тесты и задачи. Проверка своих знаний ツ,"  Сборник задач для собственной оценки знаний и тренировки по написанию кода на языке программирования Python.

",навсегда,бесплатно,https://stepik.org/course/116108,Stepik
Программирование,Middle,Курс,нет,Функциональное программирование на языке Haskell (часть 2),"  Курс является продолжением курса ""Функциональное программирование на языке Haskell"". Мы познакомимся с новыми типами данных и классами типов, упрощающими работу с эффектами, и позволяющими конструировать и использовать составные эффекты.

",навсегда,бесплатно,https://stepik.org/course/693,Stepik
Программирование,Middle,Курс,нет,Android профессиональный уровень (Kotlin),"  Курс предназначен для тех, кто уже знает основы Android разработки и языка Kotlin. Здесь вы изучите все, что нужно, чтобы быть готовым к устройству на работу на должность Junior Android Developer. Вас ждут такие темы как Dagger, корутины, чистая архитектура, основные компоненты Android и многое другое

",навсегда,6990,https://stepik.org/course/117314,Stepik
Программирование,Middle,Курс,нет,Нейронные сети,"  В рамках данного курса слушатели познакомятся с теоретическими и практическими основами искусственных нейронных сетей. Слушатели научатся применять нейронные сети для решения широкого круга задач из области анализа данных.

",навсегда,бесплатно,https://stepik.org/course/401,Stepik
Программирование,Middle,Курс,нет,Введение в обработку естественного языка,"  Курс знакомит слушателей с основными концепциями, методами, инструментами и приложениями дисциплины ""Обработка естественного языка"" (Natural Language Processing)

",навсегда,бесплатно,https://stepik.org/course/1233,Stepik
Программирование,Middle,Курс,нет,Анализ безопасности веб-проектов,"  Крэш-курс по техникам аудита безопасности веб-проектов. После прохождения курса вы освоите:  общие знания относительно рисков, сопровождающих современные интернет-приложения; методики анализа безопасности клиент-серверных приложений; методики анализа кода; архитектурный анализ;",навсегда,бесплатно,https://stepik.org/course/127,Stepik
Программирование,Middle,Курс,нет,WEB программирование на ASP.NET Core. ВСЕ САМ,"  Написание WEB приложений с помощью технологии ASP.NET. На примере онлайн магазина рассмотрим все аспекты создания WEB приложений

",навсегда,44990,https://stepik.org/course/114281,Stepik
Программирование,Middle,Курс,нет,Многопоточное программирование на С/С++,"  В курсе принцип многопоточного программирования рассматривается в контексте разработки сетевых и высоконагруженных систем. Ядром курса является обучение межпроцессному взаимодействию (IPC) и синхронизации потоков. Пройдя курс, вы сможете разработать собственный веб-сервер, который позволит отработать полученные навыки.

",навсегда,бесплатно,https://stepik.org/course/149,Stepik
Программирование,Middle,Курс,нет,Программирование на языке C++,"  Данный базовый курс повествует об основных средствах языка C++. Особое внимание уделяется обсуждению базовых принципов работы программ, а также процессу их компиляции. Курс далеко не исчерпывающий и покрывает лишь небольшую часть стандарта языка C++, однако мы постарались рассказать о наиболее важных возможностях",навсегда,бесплатно,https://stepik.org/course/7,Stepik
Программирование,Middle,Курс,нет,Spark на Scala,"  Курс для тех, кто желает изучить Apache Spark для решения задач дата инжиниринга. Курс нацелен на тренировку решения реальных практических задач и отлично подойдет будущим дата инженерам.

",навсегда,5380,https://stepik.org/course/115252,Stepik
Программирование,Middle,Курс,нет,Обработка изображений,"  Курс по обработке изображений на языке Python

",навсегда,бесплатно,https://stepik.org/course/1280,Stepik
Программирование,Middle,Курс,нет,Алгоритмы: теория и практика. Структуры данных,"  В курсе будут рассмотрены структуры данных, наиболее часто использующиеся на практике: массивы, списки, очереди, стеки, динамические массивы, очереди с приоритетами, системы непересекающихся множеств, хеш-таблицы, сбалансированные деревья. Вы узнаете, как такие структуры данных реализованы в разных языках",навсегда,бесплатно,https://stepik.org/course/1547,Stepik
Программирование,Middle,Курс,нет,JAVA – получи Чёрный Пояс!,"  Разъяснение серьёзных тем доступными словами на простых примерах. 

Надоело пытаться выучить Java по нескольким источникам? Тогда этот курс точно для Вас!

",навсегда,1350,https://stepik.org/course/115517,Stepik
Программирование,Middle,Курс,нет,Разработка веб сервиса на Java (часть 1),"  Изучение Java, на примере разработки веб-сервера. Первая часть курса: основы разработки серверной части веб-приложений. Пройдя курс, вы получите: основные навыки разработки веб-приложений на Java, глубже поймете затронутые в курсе темы ООП и проектирования, попробуете себя в роли разработчиков серверной части",навсегда,бесплатно,https://stepik.org/course/146,Stepik
Программирование,Middle,Курс,нет,Hadoop. Система для обработки больших объемов данных,"  Курс посвящен методам обработки больших объемов данных (BigData) с помощью системы Hadoop. После прохождения курса вы получите знания основных способов хранения и методов обработки больших объемов данных, поймете принципы работы распределенных систем в контексте фреймворка Hadoop и освоите практические навыки",навсегда,бесплатно,https://stepik.org/course/150,Stepik
Программирование,Middle,Курс,нет,Продвинутая работа с паникой в Go (Golang),"  Без паники – мы не на Титанике!



По полочкам разбираем панику в Go, а также неотрывно связанный с ней механизм отложенных функций.

",навсегда,16720,https://stepik.org/course/101420,Stepik
Программирование,Middle,Курс,нет,Web-технологии,"  Курс посвящен разработке серверной части web-приложений, их архитектуре и протоколу HTTP. По итогам курса вы научитесь: разрабатывать приложения на языке python, использовать MVC фреймворки, изучите верстку HTML страниц, погрузитесь в тематику web разработки и сможете выбирать конкретные технологии.

",навсегда,бесплатно,https://stepik.org/course/154,Stepik
Программирование,Middle,Курс,нет,Разработка веб сервиса на Java (часть 2),"  Изучение Java, на примере написания веб сервера. Вторая часть курса: углубленное изучение возможностей языка на примере доработки веб-сервера до промышленного уровня. Пройдя курс вы получите: глубокое понимание затронутых в курсе тем ООП и проектирования, что позволит вам сформировать набор приложений ",навсегда,бесплатно,https://stepik.org/course/186,Stepik
Программирование,Middle,Курс,нет,Введение в Perl,"  Цель курса — научиться писать программные продукты на языке Perl. Уметь быстро ориентироваться в чужом коде. Знать возможности языка Perl, его особенности, сильные и слабые стороны.

",навсегда,бесплатно,https://stepik.org/course/3039,Stepik
Программирование,Middle,Курс,нет,Программирование на языке C++ (продолжение),"  Мы продолжаем изучать язык программирования C++. В курсе будет рассмотрено множество различных возможностей языка, и в том числе мы поговорим о нововведениях стандартов C++11 и C++14, стандартной библиотеке шаблонов и обработке ошибок.

",навсегда,бесплатно,https://stepik.org/course/3206,Stepik
Программирование,Middle,Курс,нет,Многопоточность в iOS (Swift),"  Познакомьтесь и изучите практически все способы многопоточного программирования под iOS (swift), в том числе малоизвестные.

",навсегда,бесплатно,https://stepik.org/course/3278,Stepik
Программирование,Middle,Курс,нет,Web-технологии,"  Курс «Web-технологии» охватывает широкий спектр технологий и подходов, использующихся при разработке Интернет-сайтов и Веб-приложений.  Рассматривается разработка на Node.js с использованием JavaScript, основы PHP, разработка интерфейса с использованием HTML и CSS, использование JQuery, Angular, разработка с…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/4006,Stepik
Программирование,Middle,Курс,нет,Программирование на C# 5.0,"  Курс знакомит слушателей с языком программирования C#, акцентируя внимание на мотивации его конструкций и «подводных камнях» их применения.

",навсегда,бесплатно,https://stepik.org/course/4143,Stepik
Программирование,Middle,Курс,нет,Разработка Android-приложений на Kotlin,"  Задача курса - дать базовое понимание мобильной разработки для платформы Android на языке программирования Kotlin.  В рамках курса рассказывается как настроить среду разработки, отлаживать приложения, проектировать и программировать не сложные пользовательские интерфейсы.

",навсегда,бесплатно,https://stepik.org/course/4792,Stepik
Программирование,Middle,Курс,нет,Разработка мобильных приложений для Android,"  Это краткий курс для тех, кто хочет создавать приложения для платформы Android. Повторяя по шагам действия преподавателя, можно написать простейшее работающее приложение.

",навсегда,бесплатно,https://stepik.org/course/5703,Stepik
Программирование,Middle,Курс,нет,Тестирование ПО: подготовка к сертификации ISTQB Foundation,"  Данный курс основан на программе обучения ""Сертифицированный тестировщик ПО Базового уровня"" ISTQB.

В нем в достаточно сжатом, но достаточном  виде представлена официальная программа для обучения а также примеры тестов с сертификационных экзаменов.

",навсегда,бесплатно,https://stepik.org/course/16478,Stepik
Программирование,Middle,Курс,нет,Нейронные сети и компьютерное зрение,"  Почему стоит начать изучение машинного обучения и нейронных сетей с нашего курса? Наш девиз ""Больше практики!"":  излагая математические основы очень доступным языком, авторы курса, эксперты Samsung AI Center дадут базовые знания на примере решения задач компьютерного зрения. Это зрелищно и интересно!

",навсегда,бесплатно,https://stepik.org/course/50352,Stepik
Программирование,Middle,Курс,нет,Нейронные сети и обработка текста,"  Современные методы автоматической обработки текста -- это поиск по смыслу, машинный перевод, чат-боты, построение баз знаний... Как к этому подступиться? Больше практики! Авторы курса, эксперты Центра ИИ Samsung, доступным языком рассказывают, как начать работать с текстами при помощи нейросетей.

",навсегда,бесплатно,https://stepik.org/course/54098,Stepik
Программирование,Middle,Курс,нет,Введение в Scala,"  Scala - это идеальный баланс красоты, эффективности, продуктивности и прагматизма.
Познай возможность сочетания парадигм 
функционального и объектно-ориентированного программирования вместе со Scala!

",навсегда,бесплатно,https://stepik.org/course/16243,Stepik
