tema,zn_vix,types,rasr,title,info,dlit,price,silka,platform
Программирование,Junior,Курс,есть,Fullstack-разработчик: быстрый старт в профессии,"Станьте Fullstack-разработчиком, который разбирается и во внешней оболочке сайта, и в его внутренней логике работы. Получите базовые знания и на практике освойте навыки разработки веб-сервисов: от верстки и анимации, до создания баз данных. Изучите языки JavaScript, Python, PHP и другие технологии и научитесь создавать сайты, мобильные приложения и высоконагруженные сервисы. И уже через 9 месяцев вы сможете трудоустроиться.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/programmer/fullstack,GeekBrains
Программирование,Middle,Курс,есть,Fullstack-разработчик с нуля до Middle,"Станьте Fullstack-разработчиком, который разбирается и во внешней оболочке сайта, и в его внутренней логике работы.‍ Получите базовые знания и на практике освойте навыки разработки веб-сервисов: от верстки и анимации, до создания баз данных. Изучите языки JavaScript, Python, PHP и другие технологии и научитесь создавать сайты, мобильные приложения и высоконагруженные сервисы. И уже через 9 месяцев вы сможете трудоустроиться. В пакете Мастер вы получаете возможность углу",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/fullstack/master,GeekBrains
Программирование,Junior,Курс,есть,Backend-разработчик,"Станьте востребованным Backend-разработчиком. Вы изучите основы программирования и основные концепции компьютерных наук, цифровые технологии, программное обеспечение, операционные системы, базы данных, системы аналитики, языки программирования и многое другое. Вы так же познакомитесь с тестированием и системным анализом информационных технологий. На программе сможете сделать осознанный выбор специализации и технологий, прокачаться в выбранном направлении.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/backend,GeekBrains
Программирование,Junior,Курс,есть,Верстальщик,"Станьте верстальщиком и вы сможете создавать сайты по макетам дизайнера с нуля и в CMS-системах. Вы научитесь с помощью CSS и языка HTML описывать расположение блоков, картинок, текста и видео, а так же анимировать их. А изучив язык JavaScript, добавите к ним бизнес-логику, динамику и настроить работу с данными по api.",Длительность: 6 месяцев по 12 часов в неделю,от 1767 ₽,https://gb.ru/geek_university/it-specialist/programmer,GeekBrains
Программирование,Junior,Курс,есть,Python-разработчик: быстрый старт в профессии,"Станьте инженером-программистом на одном из самых простых и популярных языков программирования Python. На практике научитесь понимать фундаментальные алгоритмы и использовать их для решения задач. Вы сможете писать сайты, приложения, нейросети и программы для научных исследований, Telegram-бота. Вы сможете трудоустроиться после 9 месяцев обучения.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/python,GeekBrains
Программирование,Middle,Курс,есть,Python-разработчик с нуля до Middle,"Станьте инженером-программистом на одном из самых простых и популярных  языков программирования Python. На практике научитесь понимать фундаментальные алгоритмы и использовать их для решения задач. Вы сможете писать сайты, приложения, нейросети и программы для научных исследований, Telegram-бота. Вы сможете трудоустроиться после 9 месяцев обучения. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/python/master,GeekBrains
Программирование,Junior,Курс,есть,Веб-разработчик: быстрый старт в профессии,"Станьте веб-разработчиком и получите одну из самых востребованных профессий в IT. Вы изучите основы программирования, принципы работы баз данных и основные алгоритмы, а также овладеете необходимыми технологиями и программами. На практике освоите языки JavaScript и TypeScript, научитесь создавать адаптивные сайты и интерактивные веб-приложения. Через 9 месяцев вы сможете трудоустроиться.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/web,GeekBrains
Программирование,Middle,Курс,есть,Веб-разработчик с нуля до Middle,"Станьте веб-разработчиком и получите одну из самых востребованных профессий в IT.‍ Вы изучите основы программирования, принципы работы баз данных и основные алгоритмы, а также овладеете необходимыми технологиями и программами. На практике освоите языки JavaScript и TypeScript, научитесь создавать адаптивные сайты и интерактивные веб-приложения. Через 9 месяцев вы сможете трудоустроиться. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/web/master,GeekBrains
Программирование,Junior,Курс,есть,Разработчик на C#: быстрый старт в профессии,"Станьте инженером-программистом C#.‍ Вы сможете написать игру, сайт, мобильное приложение или многопоточный сервис. Изучите основы этого универсального языка. На практике освоите алгоритмы и структуры данных, а также объектно-ориентированное программирование для С#. Получите практические навыки разработки веб-сервисов и приложений для работы, на которую вы сможете устроиться после 9 месяцев обучения.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/csharp,GeekBrains
Программирование,Middle,Курс,есть,Разработчик на C# с нуля до Middle,"Станьте инженером-программистом C#.‍ Вы сможете написать игру, сайт, мобильное приложение или многопоточный сервис. Изучите основы этого универсального языка. На практике освоите алгоритмы и структуры данных, а также объектно-ориентированное программирование для С#. Получите практические навыки разработки веб-сервисов и приложений для работы, на которую вы сможете устроиться после 9 месяцев обучения. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/csharp/master,GeekBrains
Программирование,Junior,Курс,есть,Разработчик на C++ с нуля до Junior,"Получите профессию инженера-программиста C++. Создавайте программы, игры, драйвера для устройств, приложения для встраиваемых систем, серверов и даже операционные системы. Изучите основы этого языка и на практике научитесь создавать веб - и мобильные приложения и реализовывать графические интерфейсы для работы, на которую вы сможете устроиться после 9 месяцев обучения.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/programmer/cpp,GeekBrains
Программирование,Middle,Курс,есть,Программист на C++ с нуля до Middle,"Получите профессию инженера-программиста C++. Создавайте программы, игры, драйвера для устройств, приложения для встраиваемых систем, серверов и даже операционные системы. Изучите основы этого языка и на практике научитесь создавать веб - и мобильные приложения и реализовывать графические интерфейсы для работы, на которую вы сможете устроиться после 9 месяцев обучения. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/cpp/master,GeekBrains
Программирование,Junior,Курс,есть,1C-разработчик: быстрый старт в профессии,"— Станьте 1C-разработчиком с нуля — Вы научитесь создавать и настраивать базы данных, разрабатывать отчеты и формы, изучите язык программирования 1C — Получите практические навыки работы в «1С:Комплексная автоматизация» и «1С:Бухгалтерия» — В результате станете квалифицированным 1C-разработчиком и сможете гарантированно трудоустроиться",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/1c-spec,GeekBrains
Программирование,Junior,Курс,есть,1С-разработчик с нуля до Junior,"Освойте профессию программиста 1С с нуля. Вы научитесь создавать архитектуру приложения, разрабатывать подсистемы и подготовитесь к сдаче экзаменов 1С.",Длительность: 12 месяцев по 12 часов в неделю,от  ₽,https://gb.ru/geek_university/developer/programmer/1c-developer,GeekBrains
Программирование,Junior,Курс,есть,Android-разработчик: быстрый старт в профессии,"— Станьте Android-разработчиком с нуля — Вы на практике научитесь создавать приложения для мобильных устройство, их интерфейсы и логику работы, узнаете как работать с базами данных и интегрировать различные сервисы — В результате вы станете квалифицированным Android-разработчиком мобильных приложений и гарантированно найдете работу в этой сфере",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/android-spec,GeekBrains
Программирование,Junior,Курс,есть,Android-разработчик с нуля до Junior,"Станьте востребованным разработчиком приложений для устройств на Android. Вы изучите основы программирования и основные концепции компьютерных наук, цифровые технологии, операционные системы, программное обеспечение, базы данных, системы аналитики, языки программирования и многое другое. Познакомитесь с тестированием и системным анализом. На программе сможете сделать осознанный выбор специализации и технологий, прокачаться в выбранном направлении.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/programmer/android,GeekBrains
Программирование,Junior,Курс,есть,iOS-разработчик,"Станьте востребованным разработчиком приложений для устройств на iOS. Вы изучите основы программирования и основные концепции компьютерных наук, цифровые технологии, операционные системы, программное обеспечение, базы данных, системы аналитики, языки программирования и многое другое. Познакомитесь с тестированием и системным анализом. На программе сможете сделать осознанный выбор специализации и технологий, прокачаться в выбранном направлении.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/ios,GeekBrains
Программирование,Junior,Курс,есть,Программист на PHP,"Станьте востребованным инженером-программистом PHP.Вы изучите основы программирования и основные концепции компьютерных наук, цифровые технологии, программное обеспечение, операционные системы, базы данных, системы аналитики, языки программирования и многое другое. Познакомитесь с тестированием и системным анализом. информационных технологий. На программе сможете сделать осознанный выбор специализации и технологий, прокачаться в выбранном направлении.",Длительность: 12 месяцев по 12 часов в неделю,от  ₽,https://gb.ru/geek_university/developer/programmer/php,GeekBrains
Программирование,Junior,Курс,есть,JavaScript-разработчик с нуля до Junior,"Освойте профессию разработчика на JavaScript, чтобы писать сайты и анимировать их содержимое. Вы сможете создавать интерактивные и динамические веб-приложения, используя всю мощь доступных в браузере технологий. Изучите фреймворки и библиотеки, упрощающие вашу работу, на которую вы сможете трудоустроиться уже через 9 месяцев обучения.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/programmer/javascript,GeekBrains
Программирование,Middle,Курс,есть,JavaScript-разработчик с нуля до Middle,"Освойте профессию разработчика на JavaScript, чтобы писать сайты и анимировать их содержимое. Вы сможете создавать интерактивные и динамические веб-приложения, используя всю мощь доступных в браузере технологий. Изучите фреймворки и библиотеки, упрощающие вашу работу, на которую вы сможете трудоустроиться уже через 9 месяцев обучения. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/javascript/master,GeekBrains
Программирование,Junior,Курс,есть,GO-разработчик с нуля до Junior,"Станьте программистом на разработанном Google языке Go. Вы получите базовые знания и на практике освоите язык программирования, научитесь создавать приложения, масштабируемые сервисы и попробуете себя в роли администратора баз данных. Изучите фреймворки и библиотеки, которые упростят вашу работу. Через 9 месяцев обучения вы сможете трудоустроиться.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/programmer/go,GeekBrains
Программирование,Middle,Курс,есть,GO-разработчик с нуля до Middle,"Станьте программистом на разработанном Google языке Go. Вы получите базовые знания и на практике освоите язык программирования, научитесь создавать приложения, масштабируемые сервисы и попробуете себя в роли администратора баз данных. Изучите фреймворки и библиотеки, которые упростят вашу работу. Через 9 месяцев обучения вы сможете трудоустроиться. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/go/master,GeekBrains
Программирование,Middle,Курс,есть,Разработчик игр на Unreal Engine с нуля до Middle,"Освойте с нуля разработку игр на движке Unreal Engine. Научитесь работать с Blueprints и C++, создадите 4 игры и сможете устроиться в крупную геймдев-студию.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/unrealengine,GeekBrains
Программирование,Middle,Курс,есть,Разработчик игр на Unity с нуля до Middle,"Освойте разработку игр с нуля и получите всё для уверенного старта в геймдеве. Вы научитесь писать на C#, работать с Unity и воплощать идеи в собственных играх.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/programmer/unity,GeekBrains
Программирование,Junior,Курс,есть,Data Scientist в медицине: с нуля до Junior,"— Полная программа обучения Data Science с самых азов — Вы на практике научитесь анализировать медицинские данные и создавать модели машинного обучения для прогнозирования сердечно-сосудистых заболеваний, онкологии, сигналам ЭЭГ, рентгеновским изображениям — В результате вы станете квалифицированным специалистом в области медицинской аналитики",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/analyst/data-science-medicine-spec,GeekBrains
Программирование,Junior,Курс,есть,Разработчик искусственного интеллекта,"— Полный курс по искусственному интеллекту с самых азов — Вы на практике освоите основы машинного обучения и глубокого обучения, узнаете, как создавать и обучать нейронные сети, разрабатывать алгоритмы и анализировать данные — Станете квалифицированным специалистом по искусственному интеллекту и гарантированно найдете работу с нашей помощью",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/programmer/ai-spec,GeekBrains
Программирование,Junior,Курс,есть,Инженер данных,"Станьте востребованным инженером, занимающимся разработкой Искусственного интеллекта. Вы изучите основы программирования и основные концепции компьютерных наук, цифровые технологии, операционные системы, программное обеспечение, базы данных, системы аналитики, языки программирования и многое другое. Познакомитесь с тестированием и системным анализом. На программе сможете сделать осознанный выбор специализации и технологий, прокачаться в выбранном направлении.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/programmer/ai-engineer,GeekBrains
Программирование,Junior,Курс,есть,Сетевой инженер,"Вы научитесь настраивать оборудование и протоколы маршрутизации, проектировать безопасные и масштабируемые сети для бизнеса, автоматизировать рутинную работу.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/architecture/network-engineer,GeekBrains
Программирование,Junior,Курс,есть,DevOps-инженер: быстрый старт в профессии,"— Станьте DevOps-инженером с нуля — Вы на практике научитесь автоматизировать процессы разработки и внедрения ПО, организовать непрерывную интеграцию и доставку (CI/CD), научитесь работать с облачными сервисами, Docker и Kubernetes — В результате станете квалифицированным DevOps-инженером и гарантировано найдете работу по профессии",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/architecture/devops-spec,GeekBrains
Программирование,Middle,Курс,есть,DevOps-инженер с нуля до Middle,"Вы научитесь настраивать пайплайны CI/CD, использовать подход «Инфраструктура как код» для настройки серверов и развёртывания инфраструктуры в облаке. Узнаете, в чём преимущество микросервисной архитектуры по сравнению с традиционной. Сможете работать с Docker и Kubernetes.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/architecture/devops,GeekBrains
