tema,zn_vix,types,rasr,title,info,dlit,price,silka,platform
Программирование,Middle,Курс,нет,Программирование на Go,"  Вводный курс по языку программирования Go. После курса вы сможете написать своё сетевое многопоточное приложение чата, научитесь получать данные по сети и разбирать их (парсить), поймёте, где и как можно применять Go. Во время обучения вас ждет пояснение теории в коротких видео, много практики (более 50  заданий),…

  
    More
  
",навсегда,4400,https://stepik.org/course/51100,Stepik
Программирование,Middle,Курс,нет,Продвинутая работа с ошибками в Go (Golang),"  Уверены ли вы, что ваш код по работе с ошибками не стыдно показать людям? 

Практически год ежедневной работы потребовался для создания курса на такую, казалось бы, очевидную тему.

",навсегда,21280,https://stepik.org/course/89381,Stepik
Программирование,Middle,Курс,нет,Функциональное программирование на языке Haskell,"  Курс знакомит слушателей с  языком Haskell - наиболее известным чистым функциональным языком программирования. Мы изучим понятийный аппарат и методы программирования, характерные для функциональных языков, и научимся применять их, используя богатый инструментарий, предоставляемый языком Haskell.
",навсегда,бесплатно,https://stepik.org/course/75,Stepik
Программирование,Middle,Курс,нет,Функциональное программирование на языке Haskell (часть 2),"  Курс является продолжением курса ""Функциональное программирование на языке Haskell"". Мы познакомимся с новыми типами данных и классами типов, упрощающими работу с эффектами, и позволяющими конструировать и использовать составные эффекты.

",навсегда,бесплатно,https://stepik.org/course/693,Stepik
Программирование,Middle,Курс,нет,Нейронные сети,"  В рамках данного курса слушатели познакомятся с теоретическими и практическими основами искусственных нейронных сетей. Слушатели научатся применять нейронные сети для решения широкого круга задач из области анализа данных.

",навсегда,бесплатно,https://stepik.org/course/401,Stepik
Программирование,Middle,Курс,нет,Введение в обработку естественного языка,"  Курс знакомит слушателей с основными концепциями, методами, инструментами и приложениями дисциплины ""Обработка естественного языка"" (Natural Language Processing)

",навсегда,бесплатно,https://stepik.org/course/1233,Stepik
Программирование,Middle,Курс,нет,Программирование на языке C++,"  Данный базовый курс повествует об основных средствах языка C++. Особое внимание уделяется обсуждению базовых принципов работы программ, а также процессу их компиляции. Курс далеко не исчерпывающий и покрывает лишь небольшую часть стандарта языка C++, однако мы постарались рассказать о наиболее важных возможностях…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/7,Stepik
Программирование,Middle,Курс,нет,Алгоритмы: теория и практика. Методы,"  В курсе будут разобраны основные алгоритмические методы: жадные алгоритмы, «разделяй и властвуй», динамическое программирование. Помимо теоретических основ, будут рассмотрены тонкости реализации рассмотренных алгоритмов на языках C++, Java и Python. Слушателям будет предложено реализовать большинство разобранных в…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/217,Stepik
Программирование,Middle,Курс,нет,JAVA – получи Чёрный Пояс!,"  Разъяснение серьёзных тем доступными словами на простых примерах. 

Надоело пытаться выучить Java по нескольким источникам? Тогда этот курс точно для Вас!

",навсегда,1350,https://stepik.org/course/115517,Stepik
Программирование,Middle,Курс,нет,Разработка веб сервиса на Java (часть 1),"  Изучение Java, на примере разработки веб-сервера. Первая часть курса: основы разработки серверной части веб-приложений. Пройдя курс, вы получите: основные навыки разработки веб-приложений на Java, глубже поймете затронутые в курсе темы ООП и проектирования, попробуете себя в роли разработчиков серверной части…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/146,Stepik
Программирование,Middle,Курс,нет,Web-технологии,"  Курс посвящен разработке серверной части web-приложений, их архитектуре и протоколу HTTP. По итогам курса вы научитесь: разрабатывать приложения на языке python, использовать MVC фреймворки, изучите верстку HTML страниц, погрузитесь в тематику web разработки и сможете выбирать конкретные технологии.

",навсегда,бесплатно,https://stepik.org/course/154,Stepik
Программирование,Middle,Курс,нет,Разработка веб сервиса на Java (часть 2),"  Изучение Java, на примере написания веб сервера. Вторая часть курса: углубленное изучение возможностей языка на примере доработки веб-сервера до промышленного уровня. Пройдя курс вы получите: глубокое понимание затронутых в курсе тем ООП и проектирования, что позволит вам сформировать набор приложений (библиотек),…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/186,Stepik
Программирование,Middle,Курс,нет,Введение в Perl,"  Цель курса — научиться писать программные продукты на языке Perl. Уметь быстро ориентироваться в чужом коде. Знать возможности языка Perl, его особенности, сильные и слабые стороны.

",навсегда,бесплатно,https://stepik.org/course/3039,Stepik
Программирование,Middle,Курс,нет,Программирование на языке C++ (продолжение),"  Мы продолжаем изучать язык программирования C++. В курсе будет рассмотрено множество различных возможностей языка, и в том числе мы поговорим о нововведениях стандартов C++11 и C++14, стандартной библиотеке шаблонов и обработке ошибок.

",навсегда,бесплатно,https://stepik.org/course/3206,Stepik
Программирование,Middle,Курс,нет,Многопоточность в iOS (Swift),"  Познакомьтесь и изучите практически все способы многопоточного программирования под iOS (swift), в том числе малоизвестные.

",навсегда,бесплатно,https://stepik.org/course/3278,Stepik
Программирование,Middle,Курс,нет,Web-технологии,"  Курс «Web-технологии» охватывает широкий спектр технологий и подходов, использующихся при разработке Интернет-сайтов и Веб-приложений.  Рассматривается разработка на Node.js с использованием JavaScript, основы PHP, разработка интерфейса с использованием HTML и CSS, использование JQuery, Angular, разработка с…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/4006,Stepik
Программирование,Middle,Курс,нет,Программирование на C# 5.0,"  Курс знакомит слушателей с языком программирования C#, акцентируя внимание на мотивации его конструкций и «подводных камнях» их применения.

",навсегда,бесплатно,https://stepik.org/course/4143,Stepik
Программирование,Middle,Курс,нет,Разработка мобильных приложений для Android,"  Это краткий курс для тех, кто хочет создавать приложения для платформы Android. Повторяя по шагам действия преподавателя, можно написать простейшее работающее приложение.

",навсегда,бесплатно,https://stepik.org/course/5703,Stepik
Программирование,Middle,Курс,нет,Тестирование ПО: подготовка к сертификации ISTQB Foundation,"  Данный курс основан на программе обучения ""Сертифицированный тестировщик ПО Базового уровня"" ISTQB.

В нем в достаточно сжатом, но достаточном  виде представлена официальная программа для обучения а также примеры тестов с сертификационных экзаменов.

",навсегда,бесплатно,https://stepik.org/course/16478,Stepik
Программирование,Middle,Курс,нет,Нейронные сети и компьютерное зрение,"  Почему стоит начать изучение машинного обучения и нейронных сетей с нашего курса? Наш девиз ""Больше практики!"":  излагая математические основы очень доступным языком, авторы курса, эксперты Samsung AI Center дадут базовые знания на примере решения задач компьютерного зрения. Это зрелищно и интересно!

",навсегда,бесплатно,https://stepik.org/course/50352,Stepik
Программирование,Middle,Курс,нет,Нейронные сети и обработка текста,"  Современные методы автоматической обработки текста -- это поиск по смыслу, машинный перевод, чат-боты, построение баз знаний... Как к этому подступиться? Больше практики! Авторы курса, эксперты Центра ИИ Samsung, доступным языком рассказывают, как начать работать с текстами при помощи нейросетей.

",навсегда,бесплатно,https://stepik.org/course/54098,Stepik
Программирование,Middle,Курс,нет,Введение в Scala,"  Scala - это идеальный баланс красоты, эффективности, продуктивности и прагматизма.
Познай возможность сочетания парадигм 
функционального и объектно-ориентированного программирования вместе со Scala!

",навсегда,бесплатно,https://stepik.org/course/16243,Stepik
Программирование,Middle,Курс,нет,JavaScript. Программирование от основ до веб-приложений(+Vue.js),"  В ходе курса вы быстро, но подробно изучите сам JS, решая задачи из реальной работы, создадите собственный проект - небольшое веб-приложение с интерфейсами, работой с api и хранением данных в local storage, реактивными компонентами, поработаете с JQuery и github.
В конце курса будут рассмотрены более серьёзные…

  
    More
  
",навсегда,1099,https://stepik.org/course/53182,Stepik
Программирование,Middle,Курс,нет,Введение в теоретическую информатику,"  Теоретическая информатика — раздел математики, связанный с логикой, алгоритмами, сложностью: там много несложных, но важных результатов, о некоторых мы попробуем рассказать.

",навсегда,бесплатно,https://stepik.org/course/104,Stepik
Программирование,Middle,Курс,нет,"Deep Learning (семестр 1, осень 2020): продвинутый поток ","  Школа глубокого обучения (Deep Learning School) -- учебная организация на базе Физтех-школы прикладной математики и информатики Московского физико-технического института. Мы занимаемся разработкой курсов по искусственному интеллекту для школьников и студентов, интересующихся программированием и математикой. Занятия…

  
    More
  
",навсегда,бесплатно,https://stepik.org/course/82177,Stepik
